#{"t_start": 1607029383.054191, "env_id": null}
r,l,t
1.071429,4,4041.485402
-0.761905,11,4041.539294
1.071429,4,4041.560037
1.166667,8,4041.599698
1.285714,13,4041.659947
1.142857,7,4041.692906
1.142857,7,4041.725987
1.095238,5,4041.750004
1.190476,9,4041.793389
1.071429,4,4041.813982
1.095238,5,4041.838343
1.071429,4,4041.858226
1.071429,4,4041.877304
1.071429,4,4041.898359
1.071429,4,4041.918127
1.190476,9,4041.96038
1.071429,4,4041.9808
1.071429,4,4042.001793
1.142857,7,4042.035522
1.142857,7,4042.06924
1.119048,6,4042.097719
1.071429,4,4042.117951
1.071429,4,4042.138678
1.071429,4,4042.161686
1.166667,8,4042.200748
1.142857,7,4042.234447
1.142857,7,4042.271381
1.071429,4,4042.292583
1.119048,6,4042.322582
1.119048,6,4042.354388
1.071429,4,4042.374304
1.071429,4,4042.623912
1.119048,6,4042.656425
1.119048,6,4042.685903
1.071429,4,4042.706795
1.095238,5,4042.733121
1.238095,11,4042.786062
1.119048,6,4042.816061
1.119048,6,4042.846914
1.071429,4,4042.869092
1.071429,4,4042.891621
1.119048,6,4042.922465
1.071429,4,4042.944148
-0.785714,10,4042.994395
1.095238,5,4043.022128
1.119048,6,4043.052453
1.071429,4,4043.073133
1.071429,4,4043.095992
1.119048,6,4043.12675
1.071429,4,4043.149063
1.095238,5,4043.175783
1.071429,4,4043.195311
1.095238,5,4043.218656
1.214286,10,4043.265724
1.095238,5,4043.291495
1.071429,4,4043.311915
1.142857,7,4043.344268
1.095238,5,4043.369578
1.071429,4,4043.389222
1.071429,4,4043.410047
1.119048,6,4043.439137
1.071429,4,4043.460333
1.071429,4,4043.481781
1.119048,6,4043.514444
1.071429,4,4043.533533
1.071429,4,4043.55311
1.095238,5,4043.578388
1.071429,4,4043.59941
1.095238,5,4043.623462
1.071429,4,4043.644685
1.142857,7,4043.679529
1.142857,7,4043.713707
1.166667,8,4043.753977
1.142857,7,4043.787904
1.071429,4,4043.809631
1.071429,4,4043.830353
1.119048,6,4043.86129
1.190476,9,4043.906513
1.166667,8,4044.201349
1.071429,4,4044.221461
1.142857,7,4044.255311
1.071429,4,4044.275788
1.071429,4,4044.295997
1.119048,6,4044.323652
1.119048,6,4044.352219
1.119048,6,4044.380151
1.238095,11,4044.430704
1.071429,4,4044.450471
1.166667,8,4044.488646
1.166667,8,4044.526166
1.214286,10,4044.572672
1.119048,6,4044.601671
-0.714286,13,4044.663669
1.071429,4,4044.682944
1.142857,7,4044.716204
1.166667,8,4044.75385
1.071429,4,4044.774449
1.071429,4,4044.794826
1.071429,4,4044.815476
1.071429,4,4044.836974
1.119048,6,4044.867675
1.071429,4,4044.888328
1.071429,4,4044.909029
1.071429,4,4044.93038
1.071429,4,4044.950973
1.071429,4,4044.972787
1.095238,5,4044.998137
1.071429,4,4045.01722
-9.690476,14,4045.081461
-0.857143,7,4045.115836
1.071429,4,4045.136507
1.071429,4,4045.156784
1.190476,9,4045.202077
1.166667,8,4045.240687
1.071429,4,4045.260753
1.071429,4,4045.281579
1.071429,4,4045.301963
-0.809524,9,4045.345061
1.166667,8,4045.382937
1.095238,5,4045.407527
1.071429,4,4045.665174
1.142857,7,4045.69843
1.071429,4,4045.718674
1.214286,10,4045.767186
1.142857,7,4045.801259
1.071429,4,4045.823576
1.095238,5,4045.850624
1.071429,4,4045.871606
1.095238,5,4045.897717
1.119048,6,4045.927148
1.142857,7,4045.961138
1.071429,4,4045.98092
-0.833333,8,4046.020652
1.071429,4,4046.040712
1.142857,7,4046.073663
1.071429,4,4046.094285
1.071429,4,4046.114193
1.095238,5,4046.138109
1.119048,6,4046.168264
-0.833333,8,4046.211401
1.071429,4,4046.233987
1.166667,8,4046.274709
1.238095,11,4046.327189
1.071429,4,4046.347675
1.071429,4,4046.367211
1.166667,8,4046.405734
1.095238,5,4046.430797
1.071429,4,4046.450063
1.142857,7,4046.483023
1.119048,6,4046.512436
1.095238,5,4046.537588
1.071429,4,4046.558208
1.071429,4,4046.578998
1.071429,4,4046.599512
1.071429,4,4046.619841
1.166667,8,4046.655569
1.071429,4,4046.675083
1.190476,9,4046.717511
-0.785714,10,4046.767394
1.285714,13,4046.828827
1.119048,6,4046.859367
1.166667,8,4046.89776
1.071429,4,4046.917738
1.071429,4,4047.173021
1.119048,6,4047.202949
1.071429,4,4047.22576
1.119048,6,4047.254684
-0.785714,10,4047.303604
1.071429,4,4047.325002
1.095238,5,4047.349643
1.190476,9,4047.393155
1.142857,7,4047.426353
1.095238,5,4047.452165
1.071429,4,4047.472551
1.166667,8,4047.509476
1.071429,4,4047.529508
1.071429,4,4047.549322
1.095238,5,4047.572908
1.071429,4,4047.591964
1.166667,8,4047.631988
1.142857,7,4047.665185
1.142857,7,4047.699612
1.071429,4,4047.720364
1.071429,4,4047.741837
1.142857,7,4047.7764
1.095238,5,4047.802328
1.071429,4,4047.822541
1.119048,6,4047.852076
1.214286,10,4047.901489
1.071429,4,4047.921919
1.071429,4,4047.942982
1.071429,4,4047.962993
1.142857,7,4047.996664
1.071429,4,4048.01752
1.071429,4,4048.038648
1.214286,10,4048.085139
1.071429,4,4048.106992
1.071429,4,4048.128285
1.071429,4,4048.14927
1.095238,5,4048.17527
1.238095,11,4048.226488
1.071429,4,4048.249347
-0.904762,5,4048.275987
1.071429,4,4048.296519
1.214286,10,4048.342221
1.190476,9,4048.385274
1.071429,4,4048.40632
1.071429,4,4048.427387
1.071429,4,4048.683527
1.071429,4,4048.7034
1.166667,8,4048.742445
1.119048,6,4048.771422
1.142857,7,4048.804787
1.119048,6,4048.834357
1.166667,8,4048.873646
1.119048,6,4048.902963
1.071429,4,4048.923864
1.095238,5,4048.948923
1.119048,6,4048.977664
1.071429,4,4048.99821
1.119048,6,4049.028513
1.095238,5,4049.053421
1.095238,5,4049.08059
1.119048,6,4049.110795
1.071429,4,4049.130737
1.071429,4,4049.150197
1.142857,7,4049.185666
1.190476,9,4049.229918
1.071429,4,4049.25553
1.142857,7,4049.289527
1.071429,4,4049.309474
1.142857,7,4049.34265
1.190476,9,4049.38637
1.071429,4,4049.405768
1.095238,5,4049.431158
1.119048,6,4049.459441
1.071429,4,4049.479143
1.071429,4,4049.501243
1.095238,5,4049.52504
1.095238,5,4049.550956
1.142857,7,4049.584605
1.071429,4,4049.604974
1.166667,8,4049.643216
1.142857,7,4049.676349
1.119048,6,4049.704538
1.071429,4,4049.724282
1.071429,4,4049.745297
1.071429,4,4049.765221
1.214286,10,4049.811961
1.071429,4,4049.832631
1.166667,8,4049.871565
1.071429,4,4049.891201
1.142857,7,4049.925188
1.071429,4,4050.178748
1.071429,4,4050.199284
-0.880952,6,4050.229651
1.095238,5,4050.25816
1.071429,4,4050.279933
1.119048,6,4050.308962
1.214286,10,4050.356174
1.119048,6,4050.386295
1.071429,4,4050.406489
1.142857,7,4050.440488
1.071429,4,4050.460815
1.095238,5,4050.485701
1.071429,4,4050.512347
1.095238,5,4050.536529
1.095238,5,4050.561568
1.071429,4,4050.58178
1.071429,4,4050.60251
1.071429,4,4050.623949
1.071429,4,4050.650248
1.214286,10,4050.702293
1.071429,4,4050.722247
1.071429,4,4050.74247
1.119048,6,4050.773349
1.071429,4,4050.794902
1.142857,7,4050.829081
1.071429,4,4050.849706
1.119048,6,4050.878817
1.071429,4,4050.898665
1.071429,4,4050.919502
1.071429,4,4050.94012
1.071429,4,4050.961414
1.119048,6,4050.99
1.095238,5,4051.01534
1.119048,6,4051.045071
1.095238,5,4051.070636
1.071429,4,4051.091546
-0.880952,6,4051.123517
-0.857143,7,4051.159765
1.071429,4,4051.18029
1.095238,5,4051.205896
1.071429,4,4051.226578
1.071429,4,4051.247051
1.071429,4,4051.268165
1.071429,4,4051.289197
1.214286,10,4051.335842
1.071429,4,4051.357003
1.142857,7,4051.390714
1.119048,6,4051.420142
1.071429,4,4051.440104
1.119048,6,4051.469651
1.095238,5,4051.7305
1.119048,6,4051.760073
1.214286,10,4051.808761
1.071429,4,4051.829263
1.142857,7,4051.86294
1.095238,5,4051.887131
1.095238,5,4051.911471
1.095238,5,4051.93671
1.071429,4,4051.956535
1.071429,4,4051.976182
1.095238,5,4052.000965
1.071429,4,4052.023392
-0.833333,8,4052.066207
1.142857,7,4052.100934
1.071429,4,4052.122582
1.071429,4,4052.142542
1.071429,4,4052.16294
1.142857,7,4052.195224
1.166667,8,4052.233973
1.095238,5,4052.258024
1.071429,4,4052.280292
1.071429,4,4052.304961
1.166667,8,4052.344491
1.142857,7,4052.378862
1.095238,5,4052.404556
1.119048,6,4052.434543
1.071429,4,4052.454774
1.071429,4,4052.475266
1.071429,4,4052.494821
1.071429,4,4052.515409
1.071429,4,4052.535843
1.071429,4,4052.555135
1.142857,7,4052.58918
1.071429,4,4052.609386
1.214286,10,4052.657297
1.095238,5,4052.682514
1.261905,12,4052.739848
1.071429,4,4052.760684
1.071429,4,4052.780787
1.095238,5,4052.805641
1.071429,4,4052.825995
1.119048,6,4052.855168
1.071429,4,4052.875352
1.119048,6,4052.905689
1.095238,5,4052.930126
1.071429,4,4052.95023
1.166667,8,4053.219247
1.071429,4,4053.239342
1.071429,4,4053.258937
1.119048,6,4053.287194
1.142857,7,4053.321149
1.071429,4,4053.34154
1.095238,5,4053.366235
1.071429,4,4053.385324
1.095238,5,4053.40844
1.095238,5,4053.432419
1.071429,4,4053.452568
1.095238,5,4053.476542
1.119048,6,4053.505283
1.333333,15,4053.572358
1.166667,8,4053.610655
1.095238,5,4053.63471
1.071429,4,4053.654259
1.119048,6,4053.683096
1.071429,4,4053.703222
1.119048,6,4053.731535
1.190476,9,4053.77176
1.071429,4,4053.791547
1.166667,8,4053.832446
1.095238,5,4053.860959
1.071429,4,4053.883045
1.071429,4,4053.906662
1.071429,4,4053.926626
1.071429,4,4053.9477
1.071429,4,4053.967593
1.071429,4,4053.987323
1.166667,8,4054.026109
1.166667,8,4054.065008
1.119048,6,4054.094032
1.071429,4,4054.11435
1.166667,8,4054.15146
1.095238,5,4054.175406
1.190476,9,4054.217637
1.119048,6,4054.246524
1.095238,5,4054.272362
1.095238,5,4054.296822
1.095238,5,4054.32351
1.071429,4,4054.343197
1.071429,4,4054.362526
1.071429,4,4054.381377
1.142857,7,4054.415656
1.095238,5,4054.440802
1.142857,7,4054.724117
1.071429,4,4054.744137
1.071429,4,4054.764397
1.095238,5,4054.789606
1.095238,5,4054.8151
1.071429,4,4054.835305
1.238095,11,4054.886781
1.166667,8,4054.923368
1.095238,5,4054.94876
1.119048,6,4054.976949
1.119048,6,4055.00474
1.119048,6,4055.033688
1.190476,9,4055.0757
1.238095,11,4055.128021
1.095238,5,4055.15273
1.166667,8,4055.19305
1.071429,4,4055.213957
1.190476,9,4055.253999
1.142857,7,4055.287634
1.071429,4,4055.307736
1.071429,4,4055.332243
1.095238,5,4055.358478
1.071429,4,4055.378258
1.071429,4,4055.399599
1.142857,7,4055.434357
1.095238,5,4055.460215
1.071429,4,4055.480752
1.095238,5,4055.506631
1.071429,4,4055.528562
1.095238,5,4055.552423
1.095238,5,4055.578848
1.142857,7,4055.611496
1.095238,5,4055.636961
1.119048,6,4055.665437
1.119048,6,4055.694942
1.071429,4,4055.714914
1.071429,4,4055.73642
-0.928571,4,4055.758727
1.142857,7,4055.793356
1.119048,6,4055.823246
1.095238,5,4055.848562
1.095238,5,4055.873824
1.071429,4,4055.893797
1.095238,5,4055.917188
-0.738095,12,4055.974842
1.142857,7,4056.239127
1.095238,5,4056.263284
1.261905,12,4056.318719
1.095238,5,4056.344408
1.071429,4,4056.365148
1.166667,8,4056.402167
1.071429,4,4056.422671
1.119048,6,4056.452981
1.119048,6,4056.481607
1.095238,5,4056.506259
1.071429,4,4056.526163
1.142857,7,4056.559095
1.071429,4,4056.579392
1.095238,5,4056.603513
1.142857,7,4056.638365
1.142857,7,4056.673755
1.071429,4,4056.693357
-0.904762,5,4056.719418
-0.904762,5,4056.746994
1.071429,4,4056.767688
1.095238,5,4056.792295
1.095238,5,4056.819175
1.119048,6,4056.849182
1.095238,5,4056.874547
1.071429,4,4056.894294
1.166667,8,4056.93169
1.214286,10,4056.977121
1.095238,5,4057.001709
1.095238,5,4057.025787
1.095238,5,4057.05057
1.071429,4,4057.070502
-0.880952,6,4057.102354
1.095238,5,4057.126795
1.095238,5,4057.152258
1.095238,5,4057.177112
1.166667,8,4057.21451
1.142857,7,4057.251786
1.166667,8,4057.290619
1.214286,10,4057.343581
1.071429,4,4057.366158
1.095238,5,4057.391477
1.119048,6,4057.420238
1.119048,6,4057.449166
1.071429,4,4057.469016
1.119048,6,4057.724715
1.095238,5,4057.749827
1.119048,6,4057.780027
1.166667,8,4057.818104
1.071429,4,4057.838277
1.071429,4,4057.859755
1.071429,4,4057.880183
1.071429,4,4057.900395
1.071429,4,4057.922214
1.071429,4,4057.943479
1.071429,4,4057.963916
1.071429,4,4057.984208
1.095238,5,4058.009756
1.119048,6,4058.040808
1.166667,8,4058.080119
1.238095,11,4058.13269
1.095238,5,4058.156648
-0.880952,6,4058.187443
1.142857,7,4058.222766
1.095238,5,4058.246862
1.095238,5,4058.27071
1.095238,5,4058.296347
1.119048,6,4058.324767
1.190476,9,4058.368135
1.095238,5,4058.391687
1.071429,4,4058.412002
1.142857,7,4058.445135
1.071429,4,4058.465698
1.071429,4,4058.485325
1.166667,8,4058.523231
1.095238,5,4058.547681
-0.809524,9,4058.595293
1.095238,5,4058.62203
1.071429,4,4058.642546
1.095238,5,4058.66718
1.142857,7,4058.7016
1.190476,9,4058.744999
1.071429,4,4058.765162
1.142857,7,4058.799182
1.095238,5,4058.822372
1.095238,5,4058.847533
1.095238,5,4058.872747
1.071429,4,4058.893388
1.095238,5,4058.917867
1.095238,5,4058.94473
1.142857,7,4058.979594
1.095238,5,4059.239827
1.071429,4,4059.259424
1.214286,10,4059.305945
1.142857,7,4059.33811
1.071429,4,4059.358552
1.142857,7,4059.393474
1.071429,4,4059.414575
1.095238,5,4059.440569
1.071429,4,4059.459596
1.071429,4,4059.479431
1.190476,9,4059.520567
1.071429,4,4059.540906
1.214286,10,4059.587596
1.095238,5,4059.613734
1.142857,7,4059.648435
1.119048,6,4059.676388
-0.904762,5,4059.702054
1.142857,7,4059.736148
1.166667,8,4059.77268
1.166667,8,4059.8114
1.119048,6,4059.841003
1.119048,6,4059.87133
-0.904762,5,4059.897408
1.119048,6,4059.926109
1.071429,4,4059.947237
1.142857,7,4059.980253
-0.928571,4,4060.003542
1.095238,5,4060.028589
1.142857,7,4060.062807
1.071429,4,4060.083373
1.071429,4,4060.103525
1.095238,5,4060.129117
1.119048,6,4060.158548
1.119048,6,4060.187693
1.142857,7,4060.221836
1.095238,5,4060.246817
1.095238,5,4060.272081
1.095238,5,4060.29853
1.071429,4,4060.31927
1.071429,4,4060.339493
1.071429,4,4060.360301
1.119048,6,4060.391789
1.285714,13,4060.455538
1.095238,5,4060.481194
1.190476,9,4060.766934
1.095238,5,4060.7922
1.119048,6,4060.82291
1.071429,4,4060.843361
1.095238,5,4060.868633
1.071429,4,4060.889792
1.071429,4,4060.910225
1.095238,5,4060.934777
1.095238,5,4060.959816
1.142857,7,4060.995386
1.119048,6,4061.025436
1.095238,5,4061.05032
1.214286,10,4061.100303
1.071429,4,4061.120772
1.071429,4,4061.1419
1.071429,4,4061.163513
1.119048,6,4061.19321
1.071429,4,4061.215092
1.190476,9,4061.259171
1.071429,4,4061.281277
1.142857,7,4061.316514
1.095238,5,4061.342349
1.095238,5,4061.372269
1.166667,8,4061.420303
1.095238,5,4061.447084
1.119048,6,4061.478007
1.095238,5,4061.503336
1.119048,6,4061.533285
1.119048,6,4061.566343
1.166667,8,4061.603143
1.095238,5,4061.628263
1.119048,6,4061.658452
1.142857,7,4061.691498
1.142857,7,4061.725545
-9.714286,13,4061.78519
1.238095,11,4061.836953
1.119048,6,4061.865258
1.071429,4,4061.886565
1.190476,9,4061.930142
1.142857,7,4061.964722
1.142857,7,4061.998681
1.071429,4,4062.263794
1.071429,4,4062.283649
1.142857,7,4062.316014
1.071429,4,4062.336722
1.142857,7,4062.370733
1.166667,8,4062.413907
1.071429,4,4062.434992
1.071429,4,4062.456582
1.119048,6,4062.486113
1.071429,4,4062.50696
1.119048,6,4062.537559
1.142857,7,4062.570026
1.238095,11,4062.619109
1.142857,7,4062.652352
1.071429,4,4062.672599
1.071429,4,4062.69204
1.142857,7,4062.724025
1.166667,8,4062.760208
1.142857,7,4062.792624
1.095238,5,4062.822016
1.095238,5,4062.848332
1.119048,6,4062.876847
1.119048,6,4062.90503
1.095238,5,4062.930585
1.095238,5,4062.955193
-0.880952,6,4062.985324
1.166667,8,4063.023624
1.142857,7,4063.058493
1.071429,4,4063.078529
1.119048,6,4063.108996
1.119048,6,4063.138316
1.071429,4,4063.157939
1.119048,6,4063.186858
1.142857,7,4063.222258
1.142857,7,4063.256567
1.142857,7,4063.291291
1.071429,4,4063.311623
1.119048,6,4063.340467
1.071429,4,4063.361079
1.095238,5,4063.385335
1.095238,5,4063.4132
1.095238,5,4063.439613
1.119048,6,4063.469485
1.142857,7,4063.505736
1.166667,8,4063.801435
1.142857,7,4063.836689
1.214286,10,4063.884925
1.071429,4,4063.904631
1.071429,4,4063.925324
1.119048,6,4063.953509
1.071429,4,4063.97349
1.166667,8,4064.010048
1.095238,5,4064.03487
1.071429,4,4064.053823
1.095238,5,4064.078298
1.071429,4,4064.099217
1.071429,4,4064.118901
1.095238,5,4064.143001
1.071429,4,4064.163439
1.095238,5,4064.189231
-0.880952,6,4064.226033
1.095238,5,4064.254668
1.071429,4,4064.27753
1.119048,6,4064.308603
1.071429,4,4064.331462
1.142857,7,4064.366906
1.119048,6,4064.398155
1.071429,4,4064.420301
-0.714286,13,4064.483912
1.095238,5,4064.509421
1.095238,5,4064.535524
1.119048,6,4064.564641
1.119048,6,4064.593595
1.071429,4,4064.614005
-0.761905,11,4064.670811
1.142857,7,4064.705499
1.119048,6,4064.735952
1.071429,4,4064.756479
1.071429,4,4064.777729
1.190476,9,4064.821919
1.190476,9,4064.866665
1.071429,4,4064.888449
1.095238,5,4064.915342
-0.785714,10,4064.966957
1.095238,5,4064.993218
1.119048,6,4065.023806
1.142857,7,4065.057641
1.095238,5,4065.082242
1.071429,4,4065.354336
1.142857,7,4065.38847
1.071429,4,4065.409659
1.166667,8,4065.451832
1.285714,13,4065.517769
1.095238,5,4065.544588
1.071429,4,4065.565867
1.190476,9,4065.608547
1.142857,7,4065.643573
1.071429,4,4065.664816
1.119048,6,4065.695482
1.119048,6,4065.726579
1.142857,7,4065.764316
1.095238,5,4065.790233
1.142857,7,4065.824818
1.095238,5,4065.852375
1.238095,11,4065.906999
1.214286,10,4065.95418
1.142857,7,4065.98873
1.095238,5,4066.013766
1.095238,5,4066.040253
1.095238,5,4066.066091
1.095238,5,4066.091839
1.071429,4,4066.114694
1.095238,5,4066.142248
1.142857,7,4066.177531
1.119048,6,4066.208872
1.095238,5,4066.235446
1.095238,5,4066.262405
1.095238,5,4066.289325
1.142857,7,4066.324142
1.095238,5,4066.34941
-9.761905,11,4066.40173
1.119048,6,4066.432636
1.166667,8,4066.477449
1.119048,6,4066.509374
1.166667,8,4066.551496
1.071429,4,4066.574028
1.190476,9,4066.620292
1.214286,10,4066.922562
1.142857,7,4066.960935
1.119048,6,4066.992481
-0.833333,8,4067.03379
1.071429,4,4067.055726
1.095238,5,4067.082051
-0.833333,8,4067.124564
1.071429,4,4067.146943
1.119048,6,4067.177723
1.261905,12,4067.238053
1.142857,7,4067.274182
1.119048,6,4067.305566
1.142857,7,4067.339395
-0.904762,5,4067.367018
1.166667,8,4067.406793
1.119048,6,4067.437087
1.166667,8,4067.477763
1.166667,8,4067.516608
1.071429,4,4067.538388
1.095238,5,4067.564634
1.166667,8,4067.604693
1.071429,4,4067.625967
1.119048,6,4067.655508
1.119048,6,4067.685655
1.095238,5,4067.711273
1.095238,5,4067.737534
1.119048,6,4067.76794
1.095238,5,4067.79313
1.095238,5,4067.820002
1.238095,11,4067.874392
1.095238,5,4067.901503
-0.738095,12,4067.963475
1.119048,6,4067.994053
1.190476,9,4068.039477
1.142857,7,4068.073896
1.166667,8,4068.115436
1.119048,6,4068.144736
-0.809524,9,4068.191831
1.095238,5,4068.220049
1.119048,6,4068.504076
1.095238,5,4068.530644
1.095238,5,4068.555938
1.071429,4,4068.576818
1.142857,7,4068.612383
1.166667,8,4068.651956
1.071429,4,4068.673335
1.119048,6,4068.702614
1.095238,5,4068.728121
1.166667,8,4068.767776
1.095238,5,4068.79414
1.119048,6,4068.823852
1.119048,6,4068.854031
1.214286,10,4068.901418
1.095238,5,4068.926826
1.071429,4,4068.947385
1.095238,5,4068.973497
1.142857,7,4069.010144
1.071429,4,4069.031898
1.166667,8,4069.073391
1.142857,7,4069.110848
1.119048,6,4069.141605
1.119048,6,4069.172091
1.119048,6,4069.20282
-0.785714,10,4069.254478
1.071429,4,4069.277246
1.071429,4,4069.299002
1.190476,9,4069.34407
1.119048,6,4069.375473
1.119048,6,4069.406161
1.071429,4,4069.428613
1.071429,4,4069.450513
1.071429,4,4069.47243
1.095238,5,4069.499332
1.190476,9,4069.544555
1.095238,5,4069.572054
1.095238,5,4069.599525
1.095238,5,4069.6254
1.119048,6,4069.657536
1.238095,11,4069.711797
1.095238,5,4069.736953
1.119048,6,4069.765003
1.071429,4,4069.78637
1.142857,7,4070.043967
1.071429,4,4070.063296
1.095238,5,4070.088002
1.214286,10,4070.133561
1.071429,4,4070.153861
1.071429,4,4070.173665
1.166667,8,4070.212532
1.095238,5,4070.239233
1.071429,4,4070.259965
1.095238,5,4070.284727
1.071429,4,4070.305632
1.142857,7,4070.338193
1.190476,9,4070.379566
1.095238,5,4070.403203
1.166667,8,4070.442533
1.142857,7,4070.476292
-0.833333,8,4070.517557
1.190476,9,4070.560054
1.119048,6,4070.588601
1.142857,7,4070.622603
1.095238,5,4070.648175
1.166667,8,4070.687146
1.119048,6,4070.714731
1.071429,4,4070.736143
1.071429,4,4070.757018
1.166667,8,4070.795607
1.142857,7,4070.830984
1.095238,5,4070.855944
1.119048,6,4070.884493
1.142857,7,4070.91734
1.142857,7,4070.949461
1.166667,8,4070.987385
1.095238,5,4071.014094
1.142857,7,4071.04699
1.071429,4,4071.067377
1.071429,4,4071.086444
1.142857,7,4071.121367
1.119048,6,4071.150784
1.095238,5,4071.175252
1.095238,5,4071.199412
1.071429,4,4071.219975
1.214286,10,4071.51072
1.071429,4,4071.532239
1.071429,4,4071.553702
1.166667,8,4071.591446
1.071429,4,4071.611621
-0.880952,6,4071.642911
1.166667,8,4071.682945
1.190476,9,4071.729392
1.119048,6,4071.761583
1.071429,4,4071.782706
1.071429,4,4071.802935
1.095238,5,4071.826804
1.095238,5,4071.85144
1.119048,6,4071.880813
1.190476,9,4071.922208
1.071429,4,4071.941174
1.119048,6,4071.968905
1.095238,5,4071.993313
1.142857,7,4072.025262
1.095238,5,4072.049907
1.095238,5,4072.07524
1.095238,5,4072.100513
