#{"t_start": 1607029383.054191, "env_id": null}
r,l,t
1.095238,5,4005.551222
1.071429,4,4005.57297
1.071429,4,4005.593851
1.071429,4,4005.615699
1.071429,4,4005.636052
1.166667,8,4005.676055
1.095238,5,4005.700124
-0.809524,9,4005.74955
1.166667,8,4005.789099
1.142857,7,4006.060302
-0.880952,6,4006.092624
1.071429,4,4006.114466
1.071429,4,4006.135576
1.071429,4,4006.155758
1.071429,4,4006.176146
1.190476,9,4006.218859
1.095238,5,4006.242919
1.095238,5,4006.267134
1.142857,7,4006.300063
1.071429,4,4006.320393
1.071429,4,4006.340899
1.095238,5,4006.3657
1.166667,8,4006.40277
1.071429,4,4006.423329
1.238095,11,4006.474804
1.071429,4,4006.495493
1.119048,6,4006.524192
1.119048,6,4006.554184
1.166667,8,4006.593044
1.095238,5,4006.616414
1.095238,5,4006.640665
1.071429,4,4006.660065
1.071429,4,4006.679241
1.071429,4,4006.699546
1.071429,4,4006.720254
1.119048,6,4006.751333
1.071429,4,4006.771661
1.142857,7,4006.80814
-9.761905,11,4006.862893
1.142857,7,4006.896867
1.071429,4,4006.919158
1.071429,4,4006.940826
1.071429,4,4006.961085
1.142857,7,4006.996261
1.071429,4,4007.019673
1.095238,5,4007.04737
1.071429,4,4007.068424
1.071429,4,4007.088526
1.071429,4,4007.109441
1.166667,8,4007.152238
1.071429,4,4007.172943
1.071429,4,4007.193604
1.071429,4,4007.216069
1.071429,4,4007.237587
1.071429,4,4007.258145
1.071429,4,4007.279746
1.071429,4,4007.301399
1.071429,4,4007.322579
1.238095,11,4007.638942
1.071429,4,4007.65959
1.071429,4,4007.679734
1.071429,4,4007.700648
1.095238,5,4007.725229
1.071429,4,4007.746153
1.166667,8,4007.787554
1.095238,5,4007.811265
1.119048,6,4007.840929
1.142857,7,4007.873609
1.095238,5,4007.898547
1.071429,4,4007.919002
1.071429,4,4007.939656
1.095238,5,4007.964132
1.119048,6,4007.993263
1.071429,4,4008.013085
1.119048,6,4008.042065
1.166667,8,4008.081953
1.119048,6,4008.110978
1.071429,4,4008.13136
1.142857,7,4008.165293
1.071429,4,4008.185654
1.142857,7,4008.218842
-9.642857,16,4008.289984
1.214286,10,4008.33615
1.095238,5,4008.360391
1.071429,4,4008.380211
1.261905,12,4008.434943
1.071429,4,4008.455168
-9.690476,14,4008.517125
1.190476,9,4008.558044
1.142857,7,4008.59041
1.071429,4,4008.609023
1.095238,5,4008.633951
1.071429,4,4008.653214
1.095238,5,4008.677565
1.071429,4,4008.697604
1.119048,6,4008.726046
1.071429,4,4008.746577
1.190476,9,4008.792776
1.095238,5,4008.817499
1.095238,5,4008.843578
1.166667,8,4009.133123
1.142857,7,4009.167659
1.166667,8,4009.20893
1.214286,10,4009.256654
1.071429,4,4009.275921
1.285714,13,4009.3349
1.095238,5,4009.359456
1.142857,7,4009.392462
1.261905,12,4009.450728
1.142857,7,4009.485548
1.142857,7,4009.52037
-0.928571,4,4009.542314
1.166667,8,4009.581586
1.071429,4,4009.602067
1.119048,6,4009.633202
1.095238,5,4009.658195
-0.880952,6,4009.687975
1.071429,4,4009.708332
1.095238,5,4009.732546
1.071429,4,4009.752255
1.095238,5,4009.776823
1.071429,4,4009.802314
1.071429,4,4009.830308
1.166667,8,4009.876156
1.071429,4,4009.896244
1.071429,4,4009.915897
1.095238,5,4009.940573
1.214286,10,4009.987765
1.071429,4,4010.007562
1.119048,6,4010.035154
1.071429,4,4010.055466
-9.714286,13,4010.117018
1.071429,4,4010.137451
1.071429,4,4010.158324
1.119048,6,4010.188692
1.119048,6,4010.219705
1.190476,9,4010.263672
1.095238,5,4010.289053
1.071429,4,4010.309101
1.071429,4,4010.329395
1.071429,4,4010.3492
1.095238,5,4010.371966
1.071429,4,4010.624894
1.095238,5,4010.650201
1.142857,7,4010.683672
1.071429,4,4010.704494
1.071429,4,4010.727474
1.142857,7,4010.762011
1.142857,7,4010.798434
1.071429,4,4010.818571
1.071429,4,4010.839468
1.214286,10,4010.88619
1.119048,6,4010.915934
-0.904762,5,4010.942767
1.166667,8,4010.982396
1.095238,5,4011.00713
1.071429,4,4011.027318
1.095238,5,4011.052891
1.095238,5,4011.078937
1.071429,4,4011.100343
1.095238,5,4011.126914
1.166667,8,4011.166045
1.119048,6,4011.196604
1.071429,4,4011.218789
1.071429,4,4011.241569
1.095238,5,4011.265901
1.119048,6,4011.293571
1.071429,4,4011.314223
1.142857,7,4011.347755
1.071429,4,4011.36874
1.071429,4,4011.38821
-0.785714,10,4011.434787
1.166667,8,4011.472408
1.071429,4,4011.492172
1.095238,5,4011.518509
1.071429,4,4011.538715
1.142857,7,4011.571232
1.142857,7,4011.604713
1.142857,7,4011.638459
-9.785714,10,4011.683112
1.142857,7,4011.716824
1.095238,5,4011.742634
1.071429,4,4011.763093
1.071429,4,4011.783807
1.142857,7,4011.818699
1.071429,4,4011.838517
1.071429,4,4011.857792
-0.690476,14,4012.160095
1.071429,4,4012.181322
1.095238,5,4012.20548
1.071429,4,4012.225027
1.071429,4,4012.245064
1.071429,4,4012.265321
-0.880952,6,4012.294518
1.071429,4,4012.315864
1.071429,4,4012.336348
-0.928571,4,4012.356419
1.142857,7,4012.388591
1.095238,5,4012.412232
1.071429,4,4012.432767
1.119048,6,4012.462057
1.142857,7,4012.496304
1.095238,5,4012.521746
1.071429,4,4012.541712
1.166667,8,4012.58245
1.071429,4,4012.602928
1.071429,4,4012.623283
1.071429,4,4012.643965
1.095238,5,4012.667362
1.071429,4,4012.686784
1.119048,6,4012.716024
1.095238,5,4012.741867
1.095238,5,4012.767298
1.238095,11,4012.820421
1.119048,6,4012.850094
1.119048,6,4012.878324
1.119048,6,4012.906768
1.071429,4,4012.926508
1.095238,5,4012.950922
1.261905,12,4013.006155
1.142857,7,4013.041684
1.095238,5,4013.067552
1.071429,4,4013.088412
1.071429,4,4013.109474
1.071429,4,4013.131348
1.190476,9,4013.175286
1.142857,7,4013.208948
1.119048,6,4013.238544
1.071429,4,4013.25916
1.071429,4,4013.280067
1.071429,4,4013.300507
1.142857,7,4013.335177
-9.785714,10,4013.382551
1.071429,4,4013.631967
1.142857,7,4013.665859
1.261905,12,4013.720108
1.142857,7,4013.755783
1.071429,4,4013.776124
1.071429,4,4013.797555
1.071429,4,4013.817955
1.071429,4,4013.842791
1.238095,11,4013.897444
1.071429,4,4013.917864
1.071429,4,4013.938577
1.166667,8,4013.976977
-0.904762,5,4014.003455
1.095238,5,4014.028926
1.071429,4,4014.050334
1.071429,4,4014.072019
1.071429,4,4014.093476
1.071429,4,4014.115229
1.095238,5,4014.141562
1.071429,4,4014.162033
1.142857,7,4014.197952
1.071429,4,4014.219307
1.095238,5,4014.24392
1.071429,4,4014.264751
1.071429,4,4014.284035
1.071429,4,4014.303586
1.071429,4,4014.324123
1.142857,7,4014.359539
1.119048,6,4014.388725
1.190476,9,4014.436802
1.142857,7,4014.472654
1.190476,9,4014.515528
1.071429,4,4014.536118
1.071429,4,4014.556114
1.071429,4,4014.576094
1.071429,4,4014.598578
1.071429,4,4014.619583
1.214286,10,4014.668739
1.095238,5,4014.693687
1.142857,7,4014.729574
1.071429,4,4014.751227
1.071429,4,4014.772723
1.142857,7,4014.809054
1.071429,4,4014.830265
1.071429,4,4014.855589
1.119048,6,4014.884266
1.071429,4,4014.905751
1.095238,5,4015.176126
1.071429,4,4015.197132
-9.690476,14,4015.264848
1.142857,7,4015.300188
1.071429,4,4015.320198
1.119048,6,4015.349453
1.071429,4,4015.37045
1.071429,4,4015.391055
1.071429,4,4015.411267
1.071429,4,4015.431361
1.071429,4,4015.451058
1.142857,7,4015.483422
1.119048,6,4015.51266
1.095238,5,4015.538397
-0.809524,9,4015.583318
1.071429,4,4015.605409
1.190476,9,4015.648595
1.071429,4,4015.668639
1.071429,4,4015.689867
1.071429,4,4015.710757
1.071429,4,4015.731312
1.095238,5,4015.756107
1.095238,5,4015.781401
1.095238,5,4015.806071
1.095238,5,4015.829983
1.071429,4,4015.850065
-0.857143,7,4015.887945
1.095238,5,4015.913074
1.071429,4,4015.932939
-0.904762,5,4015.959021
1.214286,10,4016.008294
1.095238,5,4016.034116
1.071429,4,4016.054909
1.166667,8,4016.093676
1.071429,4,4016.114411
-0.809524,9,4016.158995
1.095238,5,4016.183252
1.071429,4,4016.203007
1.095238,5,4016.22736
1.142857,7,4016.260809
1.071429,4,4016.279899
1.095238,5,4016.303975
1.166667,8,4016.342672
1.095238,5,4016.370873
1.166667,8,4016.410543
1.071429,4,4016.431196
1.166667,8,4016.71878
-0.880952,6,4016.75012
1.071429,4,4016.770852
1.071429,4,4016.791748
1.119048,6,4016.81958
1.142857,7,4016.85278
1.119048,6,4016.883481
1.095238,5,4016.909326
1.119048,6,4016.939706
1.119048,6,4016.969011
1.071429,4,4016.990441
-0.785714,10,4017.039037
1.119048,6,4017.06783
-0.833333,8,4017.106423
1.095238,5,4017.130824
1.071429,4,4017.150371
1.119048,6,4017.179372
1.071429,4,4017.199763
1.071429,4,4017.218987
1.071429,4,4017.237584
1.071429,4,4017.256609
1.119048,6,4017.285267
1.095238,5,4017.312081
1.071429,4,4017.33442
1.119048,6,4017.36506
1.142857,7,4017.399164
1.166667,8,4017.437846
1.142857,7,4017.472991
1.142857,7,4017.506592
1.119048,6,4017.535844
1.071429,4,4017.556774
1.071429,4,4017.578644
1.190476,9,4017.621006
1.261905,12,4017.675376
1.166667,8,4017.715075
1.095238,5,4017.741872
1.071429,4,4017.761117
1.119048,6,4017.78959
1.142857,7,4017.822319
1.071429,4,4017.842746
1.071429,4,4017.862381
1.071429,4,4017.88255
-0.809524,9,4017.929732
1.238095,11,4018.218582
1.071429,4,4018.238699
1.071429,4,4018.259556
1.071429,4,4018.279265
1.095238,5,4018.30527
1.071429,4,4018.325783
1.261905,12,4018.382858
1.119048,6,4018.412436
1.071429,4,4018.433208
1.071429,4,4018.452721
1.071429,4,4018.474694
-0.809524,9,4018.518153
1.071429,4,4018.541458
1.142857,7,4018.576356
1.142857,7,4018.610539
1.142857,7,4018.644779
1.166667,8,4018.68233
1.071429,4,4018.703565
1.095238,5,4018.728474
1.071429,4,4018.750023
1.071429,4,4018.770385
1.119048,6,4018.80062
1.119048,6,4018.829044
1.071429,4,4018.849954
1.166667,8,4018.891019
1.142857,7,4018.923537
1.095238,5,4018.948253
1.095238,5,4018.972339
1.119048,6,4019.000525
1.071429,4,4019.021114
1.142857,7,4019.053658
1.071429,4,4019.073671
-9.809524,9,4019.114551
1.071429,4,4019.13539
1.119048,6,4019.166085
1.071429,4,4019.188218
1.071429,4,4019.209177
1.119048,6,4019.239873
1.214286,10,4019.287074
1.166667,8,4019.324914
1.238095,11,4019.374842
1.071429,4,4019.394541
1.071429,4,4019.415752
1.071429,4,4019.435579
1.071429,4,4019.456821
1.071429,4,4019.715043
-0.904762,5,4019.742598
1.071429,4,4019.763251
1.071429,4,4019.783861
1.166667,8,4019.823975
1.071429,4,4019.84572
1.071429,4,4019.866217
-9.785714,10,4019.914631
1.095238,5,4019.939651
1.071429,4,4019.959432
1.071429,4,4019.979197
1.119048,6,4020.007179
1.095238,5,4020.031791
1.071429,4,4020.051825
1.071429,4,4020.071158
1.119048,6,4020.098913
1.071429,4,4020.119098
1.095238,5,4020.144178
1.095238,5,4020.168223
1.071429,4,4020.187604
-0.833333,8,4020.227888
1.095238,5,4020.252579
1.119048,6,4020.280757
1.071429,4,4020.301943
1.095238,5,4020.327214
1.095238,5,4020.35173
1.071429,4,4020.371059
1.071429,4,4020.391136
-0.904762,5,4020.417019
1.095238,5,4020.441597
1.071429,4,4020.461413
1.095238,5,4020.485136
1.071429,4,4020.505169
1.119048,6,4020.533292
1.071429,4,4020.553762
1.119048,6,4020.583674
1.285714,13,4020.644212
1.071429,4,4020.663957
1.142857,7,4020.696473
1.095238,5,4020.721724
-0.785714,10,4020.767841
-9.714286,13,4020.82883
1.142857,7,4020.862462
1.190476,9,4020.906045
1.142857,7,4020.943246
1.166667,8,4021.228919
1.119048,6,4021.259118
1.071429,4,4021.279791
1.190476,9,4021.321841
1.166667,8,4021.361286
1.071429,4,4021.381986
-0.833333,8,4021.424194
1.071429,4,4021.44618
1.095238,5,4021.473476
1.119048,6,4021.504405
1.071429,4,4021.524055
1.095238,5,4021.548253
1.071429,4,4021.56916
1.071429,4,4021.589026
1.071429,4,4021.609016
1.095238,5,4021.633432
1.071429,4,4021.653301
1.071429,4,4021.675463
1.071429,4,4021.695441
1.071429,4,4021.715505
1.214286,10,4021.761914
1.071429,4,4021.781663
1.071429,4,4021.803721
-0.833333,8,4021.842164
1.166667,8,4021.880684
1.071429,4,4021.902162
1.119048,6,4021.934336
1.095238,5,4021.966182
1.095238,5,4021.993204
1.071429,4,4022.013716
1.095238,5,4022.038449
1.095238,5,4022.064052
1.142857,7,4022.097654
1.238095,11,4022.152059
1.119048,6,4022.180807
1.214286,10,4022.227939
1.071429,4,4022.247363
1.095238,5,4022.271349
1.214286,10,4022.317558
1.071429,4,4022.339636
1.071429,4,4022.361718
1.119048,6,4022.39303
1.261905,12,4022.45169
1.119048,6,4022.481292
1.071429,4,4022.764577
1.071429,4,4022.785552
1.095238,5,4022.8098
1.071429,4,4022.830369
1.071429,4,4022.850589
1.095238,5,4022.876064
1.071429,4,4022.895636
1.142857,7,4022.929669
1.095238,5,4022.956116
1.071429,4,4022.975662
1.071429,4,4022.996291
1.071429,4,4023.015892
1.071429,4,4023.035426
1.095238,5,4023.060843
1.071429,4,4023.080762
1.095238,5,4023.104772
1.119048,6,4023.133368
1.095238,5,4023.159151
1.142857,7,4023.1925
1.119048,6,4023.221785
1.071429,4,4023.241732
1.071429,4,4023.260812
1.166667,8,4023.29824
1.142857,7,4023.331277
1.214286,10,4023.380609
1.071429,4,4023.400789
1.071429,4,4023.4222
1.071429,4,4023.442795
1.095238,5,4023.469865
1.071429,4,4023.491243
1.142857,7,4023.525863
1.142857,7,4023.564242
1.071429,4,4023.584714
1.119048,6,4023.61658
1.071429,4,4023.639622
1.166667,8,4023.678213
1.071429,4,4023.69902
1.071429,4,4023.719556
1.119048,6,4023.749241
1.071429,4,4023.771148
1.071429,4,4023.791232
1.095238,5,4023.817975
1.095238,5,4023.843923
1.071429,4,4023.86448
1.166667,8,4023.904365
1.142857,7,4023.938751
1.071429,4,4023.962014
1.071429,4,4023.983191
1.119048,6,4024.014926
1.071429,4,4024.035164
1.309524,14,4024.330736
1.119048,6,4024.360085
-0.904762,5,4024.385123
1.095238,5,4024.408435
1.190476,9,4024.45091
1.190476,9,4024.497085
1.119048,6,4024.525347
1.071429,4,4024.544825
1.071429,4,4024.564402
1.071429,4,4024.584756
1.095238,5,4024.610306
1.071429,4,4024.631269
1.142857,7,4024.66576
1.119048,6,4024.695591
1.142857,7,4024.729328
1.142857,7,4024.76196
1.071429,4,4024.783165
1.071429,4,4024.80408
1.142857,7,4024.837743
1.095238,5,4024.863896
1.095238,5,4024.888944
1.071429,4,4024.909073
1.071429,4,4024.929679
-0.857143,7,4024.968661
1.071429,4,4024.990553
1.095238,5,4025.015115
1.142857,7,4025.049494
1.071429,4,4025.07037
1.142857,7,4025.105476
1.095238,5,4025.132276
1.071429,4,4025.153194
1.095238,5,4025.179726
1.285714,13,4025.240229
1.071429,4,4025.261523
1.071429,4,4025.282556
1.142857,7,4025.316951
1.071429,4,4025.337516
1.071429,4,4025.357325
1.071429,4,4025.378664
1.071429,4,4025.399721
1.071429,4,4025.420666
1.071429,4,4025.442069
1.261905,12,4025.501111
1.166667,8,4025.542399
1.071429,4,4025.563014
1.119048,6,4025.831527
1.142857,7,4025.867614
1.285714,13,4025.928059
1.071429,4,4025.95045
1.095238,5,4025.977303
1.071429,4,4025.998616
1.071429,4,4026.018358
1.071429,4,4026.038214
1.119048,6,4026.068254
1.095238,5,4026.092588
1.190476,9,4026.135281
1.071429,4,4026.156024
1.214286,10,4026.202633
1.071429,4,4026.222761
1.261905,12,4026.277361
1.190476,9,4026.318358
-9.785714,10,4026.364939
1.095238,5,4026.390276
1.071429,4,4026.411019
1.142857,7,4026.445468
1.071429,4,4026.465583
1.071429,4,4026.486156
1.190476,9,4026.529167
1.095238,5,4026.553071
-9.714286,13,4026.612296
1.071429,4,4026.631915
1.071429,4,4026.652254
1.071429,4,4026.67308
1.166667,8,4026.709278
1.071429,4,4026.729906
1.071429,4,4026.750283
1.071429,4,4026.771967
1.166667,8,4026.812362
1.071429,4,4026.83427
1.071429,4,4026.854731
1.142857,7,4026.88971
1.095238,5,4026.914704
1.095238,5,4026.939938
1.119048,6,4026.968982
1.142857,7,4027.006123
1.071429,4,4027.026665
-0.785714,10,4027.335306
1.071429,4,4027.357675
1.071429,4,4027.378202
1.071429,4,4027.398766
1.142857,7,4027.434975
1.071429,4,4027.455437
-9.761905,11,4027.50703
1.095238,5,4027.532321
1.071429,4,4027.551823
-0.738095,12,4027.613735
1.095238,5,4027.639018
1.119048,6,4027.66693
1.142857,7,4027.699324
1.071429,4,4027.71989
1.071429,4,4027.740909
1.071429,4,4027.763477
1.071429,4,4027.784568
1.071429,4,4027.806727
-0.761905,11,4027.864573
1.142857,7,4027.898963
1.071429,4,4027.919197
1.071429,4,4027.940933
1.119048,6,4027.969924
1.142857,7,4028.004762
1.095238,5,4028.029666
1.071429,4,4028.049462
1.071429,4,4028.069995
1.071429,4,4028.089768
1.071429,4,4028.110926
1.071429,4,4028.131024
1.214286,10,4028.178502
1.119048,6,4028.207749
1.095238,5,4028.232751
1.166667,8,4028.270805
-0.880952,6,4028.301532
1.071429,4,4028.322501
1.119048,6,4028.351133
1.071429,4,4028.372693
1.071429,4,4028.393736
-0.761905,11,4028.447544
1.071429,4,4028.467982
1.166667,8,4028.505798
1.166667,8,4028.544211
1.119048,6,4028.572775
1.119048,6,4028.602733
1.095238,5,4028.883002
1.095238,5,4028.908417
1.095238,5,4028.933397
1.142857,7,4028.968571
1.071429,4,4028.989413
1.119048,6,4029.020843
1.095238,5,4029.046016
1.214286,10,4029.092472
1.166667,8,4029.130468
1.071429,4,4029.151162
1.095238,5,4029.176407
1.071429,4,4029.196007
1.071429,4,4029.216677
1.095238,5,4029.241016
1.071429,4,4029.2604
1.142857,7,4029.294038
1.071429,4,4029.314651
1.071429,4,4029.335001
-0.785714,10,4029.382608
1.071429,4,4029.40381
1.142857,7,4029.436691
1.071429,4,4029.455448
1.071429,4,4029.475295
1.071429,4,4029.494962
1.071429,4,4029.515
1.071429,4,4029.535559
1.095238,5,4029.560417
1.071429,4,4029.580988
1.071429,4,4029.601526
1.071429,4,4029.622396
1.071429,4,4029.643178
1.166667,8,4029.681737
1.095238,5,4029.706913
1.142857,7,4029.741252
1.142857,7,4029.775562
1.071429,4,4029.795682
-0.857143,7,4029.829892
1.071429,4,4029.851784
1.142857,7,4029.884315
1.071429,4,4029.904249
-9.738095,12,4029.957337
1.071429,4,4029.975699
1.142857,7,4030.008662
1.095238,5,4030.035122
1.071429,4,4030.05422
1.071429,4,4030.073837
1.071429,4,4030.093479
1.071429,4,4030.11414
1.142857,7,4030.387322
1.142857,7,4030.423067
1.119048,6,4030.452479
1.238095,11,4030.506422
1.142857,7,4030.540693
1.071429,4,4030.561332
1.119048,6,4030.592198
1.095238,5,4030.616954
1.071429,4,4030.637641
1.071429,4,4030.657733
1.119048,6,4030.686612
1.071429,4,4030.707249
-0.904762,5,4030.734776
1.166667,8,4030.773328
-0.833333,8,4030.812095
1.142857,7,4030.845948
1.071429,4,4030.865927
1.095238,5,4030.890256
-9.738095,12,4030.944692
1.095238,5,4030.969489
1.095238,5,4030.996098
1.142857,7,4031.032335
1.095238,5,4031.057599
1.071429,4,4031.078474
1.071429,4,4031.099389
1.071429,4,4031.11976
1.071429,4,4031.139562
1.071429,4,4031.159744
1.142857,7,4031.193172
1.119048,6,4031.222166
1.071429,4,4031.243506
1.071429,4,4031.263551
1.095238,5,4031.288165
1.071429,4,4031.308193
1.095238,5,4031.333475
1.238095,11,4031.385808
1.071429,4,4031.406652
1.071429,4,4031.426794
1.095238,5,4031.451221
1.071429,4,4031.47138
1.071429,4,4031.49181
1.071429,4,4031.512466
1.071429,4,4031.532387
1.071429,4,4031.553687
-0.880952,6,4031.585123
1.071429,4,4031.606261
1.071429,4,4031.626158
1.071429,4,4031.890335
1.071429,4,4031.91105
1.119048,6,4031.941154
1.190476,9,4031.982248
1.095238,5,4032.007722
-0.761905,11,4032.065094
1.142857,7,4032.100466
1.119048,6,4032.130501
1.071429,4,4032.15109
1.071429,4,4032.171313
1.261905,12,4032.230346
-0.785714,10,4032.28301
1.119048,6,4032.311491
1.071429,4,4032.331311
1.119048,6,4032.36036
1.119048,6,4032.389072
1.071429,4,4032.408919
1.119048,6,4032.437957
1.071429,4,4032.457911
1.095238,5,4032.482942
1.238095,11,4032.536032
1.119048,6,4032.565074
1.095238,5,4032.59084
1.166667,8,4032.62953
1.119048,6,4032.658621
1.142857,7,4032.694352
1.119048,6,4032.724935
1.071429,4,4032.746012
1.071429,4,4032.766731
1.095238,5,4032.792408
1.095238,5,4032.817869
1.071429,4,4032.839058
1.166667,8,4032.877642
1.095238,5,4032.902687
1.095238,5,4032.928185
1.190476,9,4032.973504
1.071429,4,4032.995595
1.071429,4,4033.017067
1.119048,6,4033.048595
1.142857,7,4033.084735
-0.833333,8,4033.125701
1.071429,4,4033.147723
1.071429,4,4033.169712
1.071429,4,4033.440121
1.071429,4,4033.460844
1.166667,8,4033.500265
1.071429,4,4033.520955
1.166667,8,4033.55951
1.142857,7,4033.593958
1.142857,7,4033.626497
1.166667,8,4033.666411
-9.809524,9,4033.709145
1.142857,7,4033.744585
1.071429,4,4033.765193
1.119048,6,4033.794053
-0.809524,9,4033.840537
1.071429,4,4033.862914
1.071429,4,4033.884186
1.071429,4,4033.906204
1.071429,4,4033.926567
1.119048,6,4033.956762
1.071429,4,4033.977932
1.071429,4,4033.999179
1.095238,5,4034.025199
1.071429,4,4034.047003
1.071429,4,4034.072312
1.071429,4,4034.09342
1.071429,4,4034.11536
1.071429,4,4034.135967
1.071429,4,4034.15706
1.095238,5,4034.181244
1.071429,4,4034.201431
1.119048,6,4034.23033
1.071429,4,4034.250937
1.071429,4,4034.271269
1.095238,5,4034.295317
1.071429,4,4034.314949
1.095238,5,4034.338543
1.119048,6,4034.367136
1.071429,4,4034.387254
1.142857,7,4034.420175
1.071429,4,4034.440781
-0.809524,9,4034.484325
1.071429,4,4034.505149
1.095238,5,4034.530166
1.071429,4,4034.550685
1.071429,4,4034.571289
1.071429,4,4034.591402
1.071429,4,4034.612201
1.166667,8,4034.649694
1.095238,5,4034.674762
1.071429,4,4034.695058
1.119048,6,4034.959679
1.095238,5,4034.985245
1.095238,5,4035.010074
1.142857,7,4035.044045
1.119048,6,4035.075072
1.071429,4,4035.097398
1.095238,5,4035.121712
1.142857,7,4035.156658
1.214286,10,4035.20216
1.119048,6,4035.230124
-0.809524,9,4035.273333
1.071429,4,4035.294149
1.214286,10,4035.342349
1.119048,6,4035.371487
1.119048,6,4035.400799
1.071429,4,4035.423322
1.071429,4,4035.445138
1.119048,6,4035.475338
1.142857,7,4035.508644
1.190476,9,4035.552077
1.071429,4,4035.578373
1.071429,4,4035.606789
1.095238,5,4035.630532
1.071429,4,4035.649653
-0.833333,8,4035.690061
1.071429,4,4035.711238
1.142857,7,4035.748713
1.071429,4,4035.770512
1.071429,4,4035.790201
1.166667,8,4035.830506
1.071429,4,4035.850549
1.071429,4,4035.871777
1.166667,8,4035.908221
1.071429,4,4035.928249
1.071429,4,4035.948661
-9.714286,13,4036.009122
1.261905,12,4036.067186
1.142857,7,4036.104465
1.119048,6,4036.135432
1.071429,4,4036.156775
1.071429,4,4036.176919
1.119048,6,4036.207759
1.095238,5,4036.233327
1.071429,4,4036.485471
1.071429,4,4036.505622
1.071429,4,4036.52604
1.071429,4,4036.545804
1.071429,4,4036.567434
1.071429,4,4036.588066
1.095238,5,4036.612692
1.071429,4,4036.633059
1.071429,4,4036.653342
1.119048,6,4036.681602
1.166667,8,4036.719806
1.142857,7,4036.753325
1.071429,4,4036.773203
1.071429,4,4036.794186
1.142857,7,4036.829477
1.142857,7,4036.864055
1.071429,4,4036.88401
1.071429,4,4036.903456
-9.714286,13,4036.961725
1.071429,4,4036.982365
1.071429,4,4037.002326
1.071429,4,4037.022555
1.071429,4,4037.04398
1.071429,4,4037.064209
1.071429,4,4037.085401
1.119048,6,4037.116196
1.119048,6,4037.145422
1.071429,4,4037.167474
1.095238,5,4037.19171
1.071429,4,4037.212175
1.142857,7,4037.245328
1.071429,4,4037.266063
1.190476,9,4037.307626
1.071429,4,4037.329554
1.166667,8,4037.36768
1.095238,5,4037.392106
1.071429,4,4037.412767
1.190476,9,4037.458044
1.071429,4,4037.478921
1.095238,5,4037.505617
1.119048,6,4037.534573
1.071429,4,4037.555649
1.071429,4,4037.575291
1.071429,4,4037.595168
1.190476,9,4037.636795
1.095238,5,4037.660534
1.095238,5,4037.684004
1.071429,4,4037.703904
1.095238,5,4037.72973
-9.761905,11,4038.010293
1.095238,5,4038.03428
1.166667,8,4038.071212
1.071429,4,4038.091814
1.071429,4,4038.11428
1.071429,4,4038.134924
-0.761905,11,4038.19023
1.071429,4,4038.211359
1.071429,4,4038.2322
1.071429,4,4038.252508
1.119048,6,4038.284539
1.071429,4,4038.305512
1.071429,4,4038.325127
1.071429,4,4038.345191
1.119048,6,4038.376757
1.119048,6,4038.406817
1.071429,4,4038.427864
1.071429,4,4038.449426
1.071429,4,4038.470731
1.119048,6,4038.503225
1.071429,4,4038.524221
1.071429,4,4038.545568
1.071429,4,4038.565671
1.142857,7,4038.59996
1.071429,4,4038.621108
1.142857,7,4038.655846
1.071429,4,4038.677154
1.095238,5,4038.703527
1.071429,4,4038.724751
1.071429,4,4038.746185
1.095238,5,4038.772362
-0.857143,7,4038.810323
1.142857,7,4038.846107
1.071429,4,4038.867093
1.071429,4,4038.88956
1.071429,4,4038.911573
1.095238,5,4038.93835
1.071429,4,4038.958971
1.214286,10,4039.00718
1.190476,9,4039.051319
1.071429,4,4039.072207
1.166667,8,4039.112107
1.071429,4,4039.13444
1.071429,4,4039.156108
1.071429,4,4039.178271
1.071429,4,4039.1996
1.071429,4,4039.221029
1.071429,4,4039.243242
1.071429,4,4039.264155
1.166667,8,4039.587893
1.095238,5,4039.613756
1.214286,10,4039.663498
1.142857,7,4039.700305
1.071429,4,4039.721519
1.071429,4,4039.744028
1.071429,4,4039.764604
1.071429,4,4039.78493
1.071429,4,4039.805622
1.071429,4,4039.826062
1.071429,4,4039.848828
1.261905,12,4039.902969
1.071429,4,4039.923554
1.071429,4,4039.944552
1.071429,4,4039.964816
1.285714,13,4040.022813
1.071429,4,4040.043635
1.071429,4,4040.063456
1.095238,5,4040.088802
1.071429,4,4040.109384
1.071429,4,4040.130012
1.071429,4,4040.151907
1.071429,4,4040.172628
1.071429,4,4040.192796
1.214286,10,4040.238665
1.071429,4,4040.25803
1.071429,4,4040.278225
1.142857,7,4040.312012
1.071429,4,4040.332814
1.071429,4,4040.353396
-0.809524,9,4040.39847
-0.880952,6,4040.430678
1.119048,6,4040.459809
1.142857,7,4040.496149
1.071429,4,4040.516847
1.095238,5,4040.543221
1.190476,9,4040.586813
1.142857,7,4040.623919
1.119048,6,4040.653378
-0.785714,10,4040.703256
1.142857,7,4040.737713
1.071429,4,4040.758228
1.166667,8,4040.796664
1.071429,4,4040.817078
1.071429,4,4041.103613
1.071429,4,4041.125166
1.071429,4,4041.148938
1.071429,4,4041.171235
1.190476,9,4041.216193
-0.785714,10,4041.264193
1.119048,6,4041.294033
1.142857,7,4041.328132
1.071429,4,4041.34908
1.071429,4,4041.370558
1.095238,5,4041.396909
1.071429,4,4041.418253
1.214286,10,4041.465282
